whale_ID,sex,class,pregnant,mom_calf,mom_calf_pair,datetime,month,year,season,seasonal_duration,Lab,Aircraft,Flight,Focal_Length,Sw,Iw,TL.mean,TL.lower,TL.upper,TL.HPDwidth,TL.var,TL.cv,BAI.mean,BAI.lower,BAI.upper,BAI.HPDwidth,BAI.var,BAI.cv
whale184,unknown,Calf,,calf,8,3/2/18 18:51,3,2018,season 2,121.7860995,MaRRS,LemHex,180302_L_F2,50,23.5,6000,7.849838821,7.458915829,8.236161275,0.777245446,0.038473418,7.000837777,24.32732423,23.94525584,24.70608599,0.760830149,0.03770299,0.798166605
whale185,F,Juvenile Female,No,,NA,2/27/18 11:45,2,2018,season 2,118.4898264,MaRRS,LemHex,180227_L_F2,50,23.5,6000,9.618300491,9.196530849,10.0439583,0.847427453,0.04734589,7.01603862,27.57220301,27.27854129,27.85959828,0.58105699,0.021908351,0.536825791
whale186,F,Non-pregnant Female,NA,,NA,2/27/18 13:04,2,2018,season 2,118.5450463,MaRRS,LemHex,180227_L_F5,50,23.5,6000,11.91636901,11.83498246,11.99864121,0.163658746,0.001724662,1.203039845,28.00873006,27.76601101,28.24198066,0.475969643,0.014665471,0.432369034
whale187,F,Non-pregnant Female,,,NA,3/7/18 20:13,3,2018,season 2,126.8426736,MaRRS,LemHex,180307_L_F10,50,23.5,6000,12.2292962,12.04021906,12.41698298,0.376763922,0.008962603,2.707175163,26.76921358,26.52552736,27.00727611,0.481748752,0.015016694,0.45777445
whale188,F,Non-pregnant Female,,,NA,3/7/18 20:13,3,2018,season 2,126.8426736,MaRRS,LemHex,180307_L_F10,50,23.5,6000,13.29522552,13.13509252,13.45579826,0.320705739,0.006493774,2.210043043,29.62979177,29.39064185,29.86596638,0.475324524,0.01463165,0.408242346
whale189,unknown,Juvenile Unknown,,,NA,2/27/18 11:13,2,2018,season 2,118.4676389,MaRRS,LemHex,180227_L_F1,50,23.5,6000,10.03015957,9.617253252,10.45279178,0.835538527,0.045705736,6.750429883,25.18508266,24.75551651,25.63324849,0.877731986,0.049878134,0.886771481
whale190,F,Lactating Female,,mom,7,2/27/18 12:26,2,2018,season 2,118.5184028,MaRRS,LemHex,180227_L_F4,50,23.5,6000,13.4248079,12.85856045,13.98503742,1.126476973,0.082165858,7.823330118,24.12710762,23.45441299,24.77811326,1.323700269,0.113060271,1.393637263
whale191,unknown,Mature Unknown,,,NA,6/9/18 18:27,6,2018,season 2,220.7693634,MaRRS,LemHex,180609_L_F4,50,23.5,6000,13.9740425,13.77030973,14.19627511,0.425965378,0.012090062,2.941394179,27.49185436,27.25884006,27.73186087,0.473020803,0.01443494,0.437022155
whale192,F,Non-pregnant Female,,,NA,3/7/18 20:39,3,2018,season 2,126.8604861,MaRRS,LemHex,180307_L_F11,50,23.5,6000,12.68247792,12.55237485,12.80723367,0.254858819,0.004128442,1.804226365,27.74643017,27.52593393,27.96790373,0.441969799,0.012629092,0.40502232
whale193,unknown,Mature Unknown,,,NA,6/9/18 18:27,6,2018,season 2,220.7693634,MaRRS,LemHex,180609_L_F4,50,23.5,6000,13.99953673,13.85166456,14.14733327,0.295668707,0.005653658,2.009592274,28.72409762,28.33381255,29.10474983,0.77093728,0.038407971,0.68228259
whale194,F,Non-pregnant Female,,,NA,6/9/18 17:43,6,2018,season 2,220.7386458,MaRRS,LemHex,180609_L_F3,50,23.5,6000,13.42201939,13.27325116,13.57068017,0.297429016,0.005746914,2.069228364,24.28395659,24.05956011,24.5132582,0.45369809,0.013276343,0.474482042
whale195,unknown,Juvenile Unknown,,,NA,3/2/18 15:31,3,2018,season 2,121.6467361,MaRRS,LemHex,180302_L_F1,50,23.5,6000,11.25481115,10.98376549,11.52318792,0.539422428,0.01895591,4.103960854,25.81134709,25.67580873,25.95120612,0.275397387,0.00493046,0.272040175
whale196,unknown,Mature Unknown,,,NA,6/9/18 17:43,6,2018,season 2,220.7386458,MaRRS,LemHex,180609_L_F3,50,23.5,6000,12.26094279,12.12687799,12.40377231,0.276894323,0.004920296,2.003243232,27.71479012,27.45639638,27.97997987,0.523583484,0.017720104,0.480309901
whale197,unknown,Mature Unknown,,,NA,6/11/18 15:51,6,2018,season 2,222.6609259,MaRRS,LemHex,180611_L_F2,50,23.5,6000,12.45312557,12.24552685,12.66502899,0.41950214,0.011632954,3.056369309,29.7247095,29.34929948,30.08709531,0.73779583,0.035051972,0.629852142
whale198,unknown,Mature Unknown,,,NA,6/9/18 17:43,6,2018,season 2,220.7386458,MaRRS,LemHex,180609_L_F3,50,23.5,6000,13.98075068,13.76886855,14.18994255,0.421074002,0.011393171,2.854677628,28.65155659,28.38654936,28.92106617,0.534516801,0.018548872,0.475346756
whale199,unknown,Calf,,calf,9,3/7/18 11:54,3,2018,season 2,126.4960301,MaRRS,LemHex,180307_L_F2,50,23.5,6000,8.195319479,7.839235123,8.545517909,0.706282786,0.032434088,6.290974187,25.93640631,25.82762537,26.04141667,0.213791302,0.00296546,0.209959844
whale200,F,Juvenile Female,,,NA,2/27/18 11:13,2,2018,season 2,118.4676389,MaRRS,LemHex,180227_L_F1,50,23.5,6000,10.52531578,10.06313664,10.99736081,0.934224174,0.056243351,7.310010918,28.47803157,28.13475472,28.80786072,0.673105998,0.029553532,0.603663241
whale201,F,Lactating Female,,mom,10,3/7/18 11:54,3,2018,season 2,126.4960301,MaRRS,LemHex,180307_L_F2,50,23.5,6000,11.38195697,11.10606031,11.66216404,0.556103734,0.020009978,4.192903187,23.88500393,23.18467749,24.57007261,1.385395123,0.125443179,1.48285337
whale202,unknown,Mature Unknown,,,NA,6/9/18 16:47,6,2018,season 2,220.6998611,MaRRS,LemHex,180609_L_F2,50,23.5,6000,12.61215753,12.48041039,12.74214787,0.261737488,0.004358037,1.858877377,30.02917754,29.78302427,30.27640898,0.493384713,0.015623255,0.41623857
whale203,unknown,Mature Unknown,,,NA,6/11/18 17:19,6,2018,season 2,222.7218981,MaRRS,LemHex,180611_L_F3,50,23.5,6000,13.84178397,13.68490964,14.01259286,0.327683226,0.006878894,2.22927314,29.94529981,29.75148307,30.14050693,0.38902386,0.00975239,0.329781945
